Crop,Soil_Type,Temperature,Humidity,Soil_Moisture,Rainfall,Growth_Stage,Irrigation_Need
Cotton,Silty,17.166395560055637,85.28081214187253,85.0230104367032,91.05996954946869,Maturity,Low
Tomato,Silty,35.53306083207922,46.95837696366794,10.60731329391313,30.192998626058976,Fruiting,High
Rice,Clay,30.096612445759035,89.5030628254318,55.81364665528967,164.71485547026143,Seedling,Low
Cotton,Loamy,37.95446549583792,72.39927350609301,67.37495117802172,62.732181835133716,Flowering,Medium
Potato,Silty,29.55871902185146,39.288285201832046,69.60641369297744,90.8187089208665,Flowering,Medium
Maize,Loamy,19.481449086792963,62.306369126646885,82.39815054253451,85.75014825966232,Maturity,Low
Groundnut,Clay,34.44770862233466,59.977292111619164,10.352128720302902,154.5003931369413,Vegetative,Medium
Sugarcane,Sandy,20.171590863154986,30.342411629775047,10.026412740758115,96.22887195919509,Maturity,High
Rice,Sandy,41.17183690064445,64.34321793129607,47.78107686361722,157.7916670020692,Maturity,Low
Rice,Silty,33.39348717207724,43.608921778771844,12.343496400429652,14.70165536053505,Maturity,High
Rice,Clay,19.716116506708627,23.92615751072018,87.96260429298997,38.31879358059902,Fruiting,Medium
Tomato,Loamy,43.87014172443621,91.14921182799236,27.765213963311357,110.30684992927213,Fruiting,High
Cotton,Silty,30.55096390005962,68.11177767982159,47.81317834918758,189.417664950539,Maturity,Low
Tomato,Clay,17.18695355614965,85.76891989031353,14.891010400977889,14.951569344356063,Vegetative,High
Cotton,Clay,33.80498713245201,70.70420037599399,51.763873293700684,8.616843231372862,Seedling,Medium
Potato,Loamy,22.59596721038431,46.773776910508474,40.39649001179268,31.310134985571136,Flowering,High
Tomato,Silty,39.11080355631907,58.451605424660855,13.5728023101779,128.23062577203132,Fruiting,High
Tomato,Clay,39.534662206985715,70.68100702603829,36.80994133569798,79.79858333404944,Seedling,Medium
Groundnut,Clay,44.368420675639854,92.01892439010781,41.31488161782845,165.11047588353725,Fruiting,High
Maize,Clay,30.05608593073511,39.025209434127234,89.1937193019952,14.386630296273161,Fruiting,High
Tomato,Loamy,28.648706391832114,85.62327939680883,26.630869753550037,39.282817362940214,Fruiting,High
Groundnut,Silty,37.60426816339442,89.30583539707021,53.58236922960798,60.00528109297913,Maturity,Low
Wheat,Silty,18.974119690257798,70.28116359942175,88.9852439358903,125.34601733775705,Maturity,Low
Maize,Silty,31.407465413793727,89.84499705510034,73.36153663521081,137.03453806030944,Fruiting,Low
Potato,Silty,31.38742800392553,49.84089406080264,89.46940007056712,24.840658792754766,Fruiting,Medium
Tomato,Sandy,17.684193684311616,91.47621320303321,87.46386517281354,188.76094179834791,Flowering,Low
Sugarcane,Sandy,27.539522565207406,72.70871578744811,49.16316336753234,68.20882703804183,Seedling,Low
Rice,Silty,40.59854395701606,23.15043255641089,65.71006798964527,142.63375260005662,Seedling,Medium
Wheat,Loamy,40.68460865983981,88.01546238642895,18.835450155292087,104.84154378953976,Vegetative,High
Wheat,Sandy,17.97712994759043,56.33546067748944,45.291906003744145,44.55162270942132,Vegetative,Low
Potato,Clay,17.721626482434925,54.52452385833746,74.7214833813358,169.2456646230822,Vegetative,Low
Groundnut,Sandy,22.880864310058058,62.48499544847257,50.42682567817147,163.64760563838598,Maturity,Low
Wheat,Clay,41.24298187661981,31.203841007842094,66.21592262537855,79.21437078333801,Maturity,Medium
Maize,Silty,18.867077552204968,55.1874536425549,69.66010639874216,117.72151713877108,Flowering,Low
Tomato,Sandy,36.599904078823386,82.33454125383093,30.27753129943151,51.565139187187945,Maturity,Medium
Tomato,Loamy,18.034968588393095,21.16118443531365,80.05594983540524,137.9703257492603,Vegetative,Low
Sugarcane,Sandy,33.69413561243476,40.46878702432785,46.78579447273432,61.805362524086284,Fruiting,Medium
Potato,Sandy,25.682018973574344,20.184093983288317,26.8148082897235,168.81574687644698,Vegetative,High
Rice,Sandy,38.66741888897601,51.17834818623862,79.2332705430755,43.47702085545486,Flowering,High
Groundnut,Silty,22.010713464760908,74.6236632870301,43.425504488500295,2.960684563692828,Fruiting,High
Rice,Loamy,34.176054881698796,79.90788718359714,70.02499507037757,53.70160839358369,Maturity,Low
Wheat,Sandy,22.07047603727655,90.88923208452549,53.842645777727434,38.21049729189734,Fruiting,Low
Potato,Loamy,36.409808493364615,65.63784597280899,40.54974017876003,101.65728794498486,Flowering,High
Sugarcane,Silty,41.21034103682246,39.09701499896716,74.79011320308555,40.74065833131526,Maturity,High
Rice,Clay,18.8040539738028,89.31109618525242,56.75759453156904,152.63797414389896,Seedling,Low
Maize,Sandy,40.99787065786511,78.14868154102821,41.24496819416254,48.27412760080079,Vegetative,High
Tomato,Loamy,32.80725763242894,63.08213622523584,18.767829626810162,141.39363598253115,Vegetative,Medium
Wheat,Loamy,18.81331472601072,72.1730161789202,81.63562510133663,115.69418460274481,Flowering,Low
Sugarcane,Silty,27.82625566079136,89.32372662555719,12.837566827333324,197.24997129437688,Flowering,Medium
Rice,Sandy,19.825808804552935,73.42955213546912,79.0549878694445,199.98019540184632,Vegetative,Low
Groundnut,Clay,36.010436665997084,47.62808806885505,38.796921990652436,173.90521666346598,Fruiting,High
Maize,Loamy,37.76604403253849,73.47711517168224,61.14710108011246,151.99667385975022,Seedling,Low
Maize,Sandy,18.17389560818397,23.02086220515409,83.77597790685482,77.29128280011474,Seedling,Low
Rice,Clay,30.18419558083933,48.981167137293596,22.136529240311873,150.6553454262607,Flowering,High
Tomato,Loamy,39.438751680777514,50.47422738841844,55.35603805110482,191.33510741589814,Flowering,Medium
Rice,Loamy,43.08489124652989,32.5128675815626,71.15462898961536,4.675515079088832,Fruiting,High
Wheat,Clay,30.4055360022531,21.731411041382763,70.6067066175246,107.58294003954776,Flowering,Medium
Rice,Clay,43.50837670834221,30.00359274783071,52.05055316796032,43.599660877686915,Seedling,High
Maize,Silty,31.070669113680893,69.09661218477913,59.97915679251665,111.57526317377008,Vegetative,Low
Sugarcane,Sandy,26.82571483799724,80.17166122727656,70.60215953062756,93.28941795177823,Seedling,Low
Rice,Sandy,40.44609385658686,94.11526195452306,77.28221102059294,115.15371631045687,Fruiting,Medium
Tomato,Silty,29.78948131374267,45.97726273313707,70.94504775006911,110.19244428374483,Vegetative,Low
Potato,Loamy,29.15707531693569,64.95344166958263,38.32039545449941,192.0214078337124,Vegetative,Low
Sugarcane,Clay,29.70937468229485,90.28587251113414,89.73811208461865,110.43722178694722,Seedling,Low
Groundnut,Clay,40.40355005609236,32.52813360036144,44.76021549754435,169.24641762497345,Vegetative,High
Cotton,Clay,39.958246250641565,73.82341897570569,11.957176220714674,63.9640573601693,Vegetative,High
Rice,Loamy,27.105599773206336,76.62340498618724,39.00935612683696,87.62013775820978,Flowering,Medium
Tomato,Clay,24.99899579611575,26.67316519020038,20.222636365907462,94.08269520896198,Vegetative,High
Sugarcane,Clay,29.757840721173878,84.59370388872988,19.71540925827,55.74560866707594,Fruiting,Medium
Tomato,Silty,32.18317529211327,80.98287853331328,32.52280320855155,75.95805229559105,Vegetative,Medium
Groundnut,Loamy,22.15011631883991,22.505225493307584,14.270039534180867,119.70261589335504,Flowering,High
Maize,Sandy,38.81865254146771,26.83133111600386,65.08097507276504,116.03755266090647,Maturity,Medium
Tomato,Silty,29.59448297197269,23.684517041888924,15.919110736152406,127.2870689146961,Maturity,High
Sugarcane,Silty,25.021366452598787,45.105764884952166,26.263164434876494,70.36358308402822,Fruiting,High
Tomato,Sandy,18.204629788919718,58.19667430099446,17.431977159529552,63.16629903061142,Fruiting,Medium
Tomato,Silty,22.16535481210821,59.92607959659716,15.053418472242486,122.32357655083261,Vegetative,Medium
Tomato,Loamy,43.47843515267951,40.0750069827082,31.420133243163335,26.572349685504992,Vegetative,High
Wheat,Clay,24.152990604585796,88.36976649202056,55.7519174128296,50.606308706427996,Maturity,Low
Wheat,Loamy,20.06577868101106,47.61970924039349,87.17484451574734,8.425547390599043,Maturity,Medium
Maize,Sandy,28.820183749649797,23.41626169740144,80.0445323479685,14.522170519216026,Seedling,Medium
Rice,Sandy,24.21263230080746,42.51703336560398,80.07471403562599,48.676655852121776,Maturity,Low
Tomato,Silty,16.054777508135825,59.833206690811664,24.085362883012607,3.9058560593838054,Maturity,High
Groundnut,Loamy,24.69435651838252,50.6166366941174,31.192575479825607,49.0821184174923,Fruiting,High
Rice,Loamy,31.323258718184057,40.53818893244444,16.111465343624456,130.9952646124052,Seedling,High
Groundnut,Sandy,31.551371160599007,29.849243732323806,72.2774671932148,12.221415693786607,Seedling,High
Rice,Loamy,25.69676763530666,81.43733750721722,15.585304118844956,87.3473355589282,Vegetative,Medium
Maize,Sandy,28.41908268757802,94.7108931593144,54.535653665668264,182.62175738390988,Vegetative,Low
Tomato,Loamy,43.96553754704299,44.71566001429116,29.83004578591606,158.25696578508018,Seedling,High
Tomato,Loamy,26.32045431690935,48.621578313245294,29.47565072229958,61.08750045897145,Seedling,Medium
Cotton,Loamy,22.74680439779949,66.35281435077178,89.25800441980842,184.9610958383294,Vegetative,Low
Groundnut,Sandy,22.304011322002804,73.8831106051656,70.54238455828299,65.92929934954496,Fruiting,Low
Rice,Silty,28.732938381124026,49.402215110269346,76.955148663284,14.503099267512498,Fruiting,Medium
Rice,Loamy,37.78560446150832,87.86971377363614,55.758614827521015,198.81119135362272,Fruiting,Medium
Potato,Sandy,21.179645525654195,62.000299192168875,79.68114299149994,174.00450543783435,Fruiting,Low
Potato,Sandy,36.27888381422304,53.779255730444824,61.639243133308234,93.18655666021847,Vegetative,Medium
Wheat,Loamy,15.634494700482488,68.50045648699289,85.69389638370762,133.2753048384808,Flowering,Low
Cotton,Loamy,27.56798933951838,91.46028861868798,32.50708688365094,134.24561557133404,Maturity,Low
Sugarcane,Silty,38.2759519560836,79.59142208162791,57.625563662631606,38.89644614609207,Maturity,Medium
Potato,Sandy,25.16198867323294,23.000984790134325,65.21050783495137,40.00972663072646,Maturity,Medium
Sugarcane,Sandy,31.912113043361984,44.92324330549697,41.43498440222453,93.91614067036515,Maturity,Medium
Wheat,Clay,21.149376984777323,55.2908513713417,80.37663859232426,182.31462802753958,Vegetative,Low
Wheat,Sandy,37.25986173378517,43.588817915682895,88.38425304833235,1.9987549717141562,Flowering,High
Wheat,Silty,16.56837309806279,72.51406706228424,49.501559309812926,156.50112718987185,Vegetative,Low
Groundnut,Clay,40.57627934626501,81.97018623969358,41.251252384347126,11.505356742930829,Flowering,High
Groundnut,Clay,20.945891592650042,74.85088213889537,47.7550342845167,95.64442297662356,Vegetative,Low
Maize,Clay,41.231940951249925,94.19999651212065,78.21893965855453,127.57456661469529,Seedling,Low
Maize,Loamy,25.57587723901552,40.44107359197719,61.63747404145341,137.35185341649296,Flowering,Low
Wheat,Loamy,36.6805072342346,85.62421212683161,13.581789801447606,11.695852723182277,Maturity,High
Cotton,Sandy,24.576758933585655,77.49669988808645,53.373592835657185,83.72072347679365,Flowering,Low
Rice,Clay,42.177350137039426,47.163406816860956,11.384009819277585,116.76745210046494,Fruiting,High
Groundnut,Silty,18.79911376555123,75.05934077427264,72.28282968027244,13.209107461201386,Flowering,Medium
Cotton,Loamy,20.35559367817796,27.80569673136852,36.2649818833971,27.018911319061957,Fruiting,High
Tomato,Silty,29.790903754764066,79.20001117554142,47.760598569386346,132.7297979008077,Fruiting,Low
Groundnut,Silty,17.458153171144385,59.9247951940327,73.89424847261056,104.32763931813034,Seedling,Low
Groundnut,Loamy,20.879405541052858,41.92176295319399,13.715905382860925,32.36573225365811,Flowering,High
Maize,Loamy,43.31299146636043,69.18329763381351,22.683322847328835,107.04786738294669,Seedling,High
Rice,Loamy,44.29468983443661,68.12149990358068,41.83683011560919,182.53847468888316,Maturity,Medium
Rice,Loamy,26.28777987991266,35.711466703969975,28.394013083644847,3.1175169550727855,Flowering,High
Potato,Clay,42.698580630418064,22.27980611086446,37.03211406200505,128.52675469717093,Vegetative,High
Sugarcane,Clay,31.34474027020295,52.52169401762554,89.8539790313972,14.730086921068386,Vegetative,Medium
Sugarcane,Clay,23.09227397621301,62.71339020083159,76.03315500590486,1.2898885929401693,Vegetative,Low
Sugarcane,Clay,36.07196163241796,85.74539587779488,80.71214519680868,30.130897732126762,Fruiting,Medium
Sugarcane,Sandy,34.76705419724571,89.61625967356959,84.96437068526203,84.58132637078386,Vegetative,Low
Tomato,Clay,44.673759573262004,59.66039136175748,37.27487042513565,160.46879979639058,Maturity,Medium
Tomato,Loamy,22.9514186222785,76.53526128264087,33.76615662371782,56.35709932091173,Flowering,Medium
Groundnut,Silty,35.161785079852066,52.947745424599766,28.724999405765992,125.13464247775173,Flowering,High
Wheat,Clay,16.560712650883406,75.95616174296697,76.40935290464981,82.23132759106133,Fruiting,Low
Maize,Sandy,18.40938116090158,35.36011437043752,64.3641489828148,46.866358393201594,Fruiting,Medium
Maize,Loamy,15.117551248532799,47.82985511026486,28.893758598630185,102.84942285657172,Fruiting,High
Sugarcane,Silty,44.98382043179019,67.5670999110211,40.15950633683639,159.49289807452465,Maturity,Medium
Groundnut,Silty,39.068210914424334,21.361847420530914,50.53694111462386,166.49847401122884,Flowering,High
Potato,Clay,38.60169044200622,74.18459827542155,52.251204581900296,169.30390637544735,Seedling,Low
Cotton,Silty,30.29178225864539,82.6651625951125,81.09821828413718,67.71156251099588,Fruiting,Low
Wheat,Clay,24.0020124871632,49.93562458204636,40.445290635777305,158.69121294315062,Vegetative,Medium
Groundnut,Clay,19.537928533880276,53.595681288287324,82.68192244004099,42.43569102178157,Seedling,Low
Wheat,Loamy,23.54024216539391,83.84616591623983,45.30940482558317,147.68502024857665,Seedling,Low
Wheat,Loamy,26.279136657874176,78.1740976494525,69.7098139833883,189.67688525452334,Fruiting,Low
Wheat,Sandy,37.68930290940882,41.61121167750312,84.42034559880449,2.748766938191438,Vegetative,High
Groundnut,Loamy,31.18985366709457,44.29820799211542,82.6060563170613,88.07278623575961,Fruiting,Medium
Sugarcane,Loamy,17.32450879666448,70.91586742929475,14.556229383654493,129.55419768280092,Fruiting,Medium
Maize,Clay,15.540870268767367,62.23985693361209,26.456343598125585,140.3551540975106,Vegetative,Medium
Maize,Loamy,18.069965386021895,32.16721783223727,48.15243404258201,35.21755165384044,Seedling,Medium
Sugarcane,Clay,27.31496141092138,43.244743192187485,44.52434319624858,194.43665504771857,Seedling,Medium
Wheat,Clay,42.99578751147055,87.49874576589906,61.27133318697656,123.0530735941946,Vegetative,Low
Cotton,Loamy,34.12207443627665,71.61308275416975,85.57672406603298,32.86812024565356,Seedling,Low
Rice,Sandy,39.05477699626545,93.94807382641396,18.992376902235904,4.104502342503058,Maturity,High
Groundnut,Sandy,28.991237835136456,77.5259397485577,46.14869321073924,156.65283975795518,Fruiting,Low
Rice,Silty,25.849982495851286,90.64808241076926,25.392883030971145,15.940947889091817,Maturity,High
Potato,Silty,18.25201118149868,36.214143040285656,81.5286078718358,28.210184214047306,Maturity,Medium
Sugarcane,Loamy,41.277990665586145,77.86136561126943,87.16641486413222,114.96600537113812,Maturity,Low
Cotton,Sandy,38.49480087083708,21.51631401108481,48.29613455122801,120.70110068992395,Flowering,High
Groundnut,Clay,20.043542927931753,70.30700162836504,18.32082381825126,137.3774237184797,Flowering,Medium
Sugarcane,Silty,30.367816916287815,55.1961708590181,72.82357333781385,78.70280253272415,Maturity,Low
Wheat,Clay,29.62124423763735,46.00700539400515,65.77130803939193,154.77973379336458,Fruiting,Low
Maize,Silty,33.752746580595854,84.68032642198168,38.37366612882484,194.87171992317772,Maturity,Medium
Rice,Loamy,43.38560681973784,84.0700769493148,80.99259791751707,54.218988615976606,Maturity,Low
Tomato,Sandy,32.39314325287439,21.67262786739827,88.06655118261658,140.6057233075892,Flowering,Medium
Tomato,Silty,31.206518003358557,65.71288418370733,54.62830793041563,185.69373047903136,Maturity,Low
Cotton,Sandy,16.509687988039918,47.58741682407173,55.25823290754339,137.25735252340854,Fruiting,Low
Wheat,Clay,16.887224280540718,51.17457511253369,33.80108040910223,136.2218997288519,Fruiting,Medium
Potato,Loamy,20.620403739803667,82.4030554414082,56.76048287866514,44.75451381704132,Maturity,Low
Rice,Sandy,15.974123150752447,43.23798286457587,45.171385641987726,107.02604006393858,Fruiting,Low
Wheat,Loamy,37.30058686710037,90.7286607978215,34.17528215424415,112.50456872091603,Maturity,Medium
Rice,Sandy,36.6999091198189,33.47253697791056,15.374815721912105,140.02591249119055,Flowering,High
Cotton,Clay,19.08168703294929,69.70418175261332,30.21662877672999,199.36428997923653,Maturity,Low
Cotton,Clay,40.082367023858424,70.40788002603236,25.828371974213155,6.728764508752416,Seedling,High
